"APDB_idx","AID","Molecule_CID","SID","Activity_Outcome","Target_GI","Target_GeneID","Target_Symbol","UniProtKB","Activity_Value_uM","Activity_Name","Assay_Name","Assay_Type","PubMed_ID"
"B.4488",686979,33528,85146933,"Active",79154014,55775,"TDP1","A0A024R6L5",0.7308,"Potency","qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT","Confirmatory",NA
"B.4489",720504,33528,85146933,"Active",21359873,5347,"PLK1","P53350",4.7444,"Potency","qHTS for Inhibitors of PLK1-PDB (polo-like kinase 1 - polo-box domain): Primary Screen","Confirmatory",NA
"B.4490",720552,33528,144208657,"Active",269849759,7157,"TP53","K7PPA8",13.197,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway: Summary","Summary",NA
"B.4491",720552,33528,144210883,"Active",269849759,7157,"TP53","K7PPA8",25.5043,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway: Summary","Summary",NA
"B.4492",720659,33528,26753123,"Active",325495557,8856,"NR1I2","O75469",50.1187,"Potency","qHTS assay for small molecule activators of the human pregnane X receptor (PXR) signaling pathway","Confirmatory",NA
"B.4493",720692,33528,144208657,"Active",311348376,2908,"NR3C1","F1D8N4",49.0741,"Potency","qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway","Confirmatory",NA
"B.4494",720692,33528,144210883,"Active",311348376,2908,"NR3C1","F1D8N4",36.3346,"Potency","qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway","Confirmatory",NA
"B.4495",720725,33528,144208657,"Active",311348376,2908,"NR3C1","F1D8N4",NA,NA,"qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway: Summary","Summary",NA
"B.4496",743042,33528,144208657,"Active",124375976,367,"AR","P10275",30.7002,"Potency","qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line","Confirmatory",NA
"B.4497",743042,33528,144210883,"Active",124375976,367,"AR","P10275",16.0921,"Potency","qHTS assay to identify small molecule antagonists of the androgen  receptor (AR) signaling pathway using the MDA cell line","Confirmatory",NA
"B.4498",743083,33528,144208657,"Active",119597822,1588,"CYP19A1","A0A024R5S8",10.8928,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.4499",743083,33528,144210883,"Active",119597822,1588,"CYP19A1","A0A024R5S8",32.108,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.4500",743228,33528,144208657,"Active",4504517,3315,"HSPB1","P04792",3.68004,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.4501",743279,33528,85146933,"Active",10835145,3553,"IL1B","P01584",NA,NA,"qHTS for Inhibitors of Inflammasome Signaling:  IL-1-beta AlphaLISA Primary Screen","Screening",NA
"B.4502",1159528,33528,144208657,"Active",119627033,3725,"JUN","P05412",0.519819,"Potency","qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary","Summary",NA
"B.4503",1159552,33528,144208657,"Active",325495463,5914,"RARA","P10276",13.7133,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway","Confirmatory",NA
"B.4504",1159552,33528,144210883,"Active",325495463,5914,"RARA","P10276",6.4064,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway","Confirmatory",NA
"B.4505",1159555,33528,144208657,"Active",325495463,5914,"RARA","P10276",12.7001,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary","Summary",NA
"B.4506",1159555,33528,144210883,"Active",325495463,5914,"RARA","P10276",12.3012,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary","Summary",NA
"B.4507",1224838,33528,144208657,"Active",66775687,9970,"NR1I3","Q14994",19.3705,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.4508",1224838,33528,144210883,"Active",66775687,9970,"NR1I3","Q14994",1.6092,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.4509",1224841,33528,144208657,"Active",325495545,2101,"ESRRA","P11474",30.7002,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.4510",1224848,33528,144208657,"Active",325495545,2101,"ESRRA","P11474",17.264,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.4511",1224848,33528,144210883,"Active",325495545,2101,"ESRRA","P11474",9.0493,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.4512",1224893,33528,144210883,"Active",66775687,9970,"NR1I3","Q14994",2.86163,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway: Summary","Summary",NA
"B.4513",1224894,33528,144208657,"Active",11995455,3091,"HIF1A","Q16665",13.831,"Potency","qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway: Summary","Summary",NA
"B.4514",1259243,33528,144208657,"Active",124375976,367,"AR","P10275",27.3616,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.4515",1259243,33528,144210883,"Active",124375976,367,"AR","P10275",64.0639,"Potency","qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881","Confirmatory",NA
"B.4516",1259244,33528,144208657,"Active",348019627,2099,"ESR1","G4XH65",30.7002,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol","Confirmatory",NA
"B.4517",1259369,33528,144208657,"Active",109731339,2737,"GLI3","P10071",1.3713,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.4518",1259369,33528,144210883,"Active",109731339,2737,"GLI3","P10071",1.0153,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway","Confirmatory",NA
"B.4519",1259378,33528,144208657,"Active",54288833,2100,"ESR2","F1D8N3",27.3616,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway","Confirmatory",NA
"B.4520",1259378,33528,144210883,"Active",54288833,2100,"ESR2","F1D8N3",32.108,"Potency","qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway","Confirmatory",NA
"B.4521",1259385,33528,144208657,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",61.2549,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway","Confirmatory",NA
"B.4522",1259385,33528,144210883,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",71.8809,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway","Confirmatory",NA
"B.4523",1259392,33528,144208657,"Active",109731339,2737,"GLI3","P10071",1.2222,"Potency","qHTS assay to identify small molecule antagonists of the sonic hedgehog signaling (Shh) pathway: Summary","Summary",NA
"B.4524",1259395,33528,144208657,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",61.2549,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary","Summary",NA
"B.4525",1259395,33528,144210883,"Active",119601739,7253,"TSHR","A0A0A0MTJ0",50.8878,"Potency","qHTS assay to identify small molecule antagonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway: Summary","Summary",NA
"B.4526",1346795,33528,144208657,"Active",82393684,5241,"PGR","P06401",34.4462,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.4527",1346795,33528,144210883,"Active",82393684,5241,"PGR","P06401",1.4342,"Potency","qHTS assay to identify small molecule antagonists of the progesterone receptor (PR) signaling pathway","Confirmatory",NA
"B.4528",1346924,33528,144208657,"Active",15928762,4087,"SMAD2","Q15796",49.0741,"Potency","qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway","Confirmatory",NA
"B.4529",1346924,33528,144208657,"Active",29792115,4088,"SMAD3","P84022",49.0741,"Potency","qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway","Confirmatory",NA
"B.4530",1346978,33528,144210883,"Active",16516817,836,"CASP3","P42574",25.5043,"Potency","Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay","Confirmatory",NA
"B.4531",1346978,33528,144210883,"Active",30582205,840,"CASP7","P55210",25.5043,"Potency","Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay","Confirmatory",NA
"B.4532",1346982,33528,144208657,"Active",325495557,8856,"NR1I2","O75469",21.7341,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.4533",1346982,33528,144210883,"Active",325495557,8856,"NR1I2","O75469",4.0422,"Potency","Human pregnane X receptor (PXR) small molecule agonists, qHTS assay","Confirmatory",NA
"B.4534",1347034,33528,144210883,"Active",16516817,836,"CASP3","P42574",NA,NA,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary","Summary",NA
"B.4535",1347034,33528,144210883,"Active",30582205,840,"CASP7","P55210",NA,NA,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary","Summary",NA
"B.4536",1671196,33528,144208657,"Active",1047837853,1565,"CYP2D6","C1ID52",11.2771,"Potency","Cytochrome P450 Family 2 Subfamily D Member 6 (CYP2D6) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4537",1671197,33528,144208657,"Active",55140668,1557,"CYP2C19","P33261",10.0507,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4538",1671197,33528,144210883,"Active",55140668,1557,"CYP2C19","P33261",23.5304,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4539",1671198,33528,144208657,"Active",527178914,1559,"CYP2C9","P11712",10.0507,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4540",1671198,33528,144210883,"Active",527178914,1559,"CYP2C9","P11712",9.3676,"Potency","Cytochrome P450 Family 2 Subfamily C Member 9 (CYP2C9) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4541",1671199,33528,144208657,"Active",119619719,1544,"CYP1A2","P05177",28.3268,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4542",1671199,33528,144210883,"Active",119619719,1544,"CYP1A2","P05177",23.5304,"Potency","Cytochrome P450 Family 1 Subfamily A Member 2 (CYP1A2) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4543",1671200,33528,144208657,"Active",146048409,3757,"KCNH2","A0A090N8Q0",21.9206,"Potency","Human Ether-a-go-go-Related Gene (hERG) channel small molecule antagonists: fluorescence cell-based qHTS assay","Confirmatory",NA
"B.4544",1671201,33528,144208657,"Active",115371803,1576,"CYP3A4","P08684",28.3268,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4545",1671201,33528,144210883,"Active",115371803,1576,"CYP3A4","P08684",37.2932,"Potency","Cytochrome P450 Family 3 Subfamily A Member 4 (CYP3A4) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4546",485344,12329,49729621,"Active",4503385,1813,"DRD2","A0A024R3C5",NA,NA,"HTS Assay for Allosteric Antagonists of the Human D2 Dopamine Receptor: Primary Screen for Antagonists","Screening",NA
"B.4547",1671197,6587,144209415,"Active",55140668,1557,"CYP2C19","P33261",72.5461,"Potency","Cytochrome P450 Family 2 Subfamily C Member 19 (CYP2C19) small molecule antagonists: luciferase reporter qHTS assay","Confirmatory",NA
"B.4548",651631,30692,144211389,"Active",269849759,7157,"TP53","K7PPA8",3.8571,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway","Confirmatory",NA
"B.4549",720516,30692,144211389,"Active",296439460,79915,"ATAD5","Q96QE3",68.5896,"Potency","qHTS assay for small molecules that induce genotoxicity in human embryonic kidney cells expressing luciferase-tagged ATAD5: Summary","Summary",NA
"B.4550",720552,30692,144211389,"Active",269849759,7157,"TP53","K7PPA8",5.66142,"Potency","qHTS assay for small molecule agonists of the p53 signaling pathway: Summary","Summary",NA
"B.4551",720659,30692,50113135,"Active",325495557,8856,"NR1I2","O75469",44.6684,"Potency","qHTS assay for small molecule activators of the human pregnane X receptor (PXR) signaling pathway","Confirmatory",NA
"B.4552",720692,30692,144211389,"Active",311348376,2908,"NR3C1","F1D8N4",24.5412,"Potency","qHTS assay to identify small molecule antagonists of the glucocorticoid receptor (GR) signaling pathway","Confirmatory",NA
"B.4553",743053,30692,144211389,"Active",124375976,367,"AR","P10275",28.613,"Potency","qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway: Summary","Summary",NA
"B.4554",743083,30692,144211389,"Active",119597822,1588,"CYP19A1","A0A024R5S8",15.3553,"Potency","qHTS assay to identify aromatase inhibitors","Confirmatory",NA
"B.4555",743140,30692,144211389,"Active",216409692,5468,"PPARG","E9PFX5",19.4938,"Potency","qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor gamma (PPARg) signaling pathway: Summary","Summary",NA
"B.4556",743228,30692,144211389,"Active",4504517,3315,"HSPB1","P04792",54.941,"Potency","qHTS assay for small molecule activators of the heat shock response signaling pathway: Summary","Summary",NA
"B.4557",743239,30692,144211389,"Active",325495553,9971,"NR1H4","F1DAL1",19.4938,"Potency","qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway: Summary","Summary",NA
"B.4558",1159528,30692,144211389,"Active",119627033,3725,"JUN","P05412",8.70756,"Potency","qHTS assay to identify small molecule agonists of the AP-1 signaling pathway: Summary","Summary",NA
"B.4559",1159552,30692,144211389,"Active",325495463,5914,"RARA","P10276",17.2289,"Potency","qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway","Confirmatory",NA
"B.4560",1224838,30692,144211389,"Active",66775687,9970,"NR1I3","Q14994",30.6379,"Potency","qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway","Confirmatory",NA
"B.4561",1224842,30692,144211389,"Active",325495545,2101,"ESRRA","P11474",19.3312,"Potency","qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library","Confirmatory",NA
"B.4562",1224848,30692,144211389,"Active",325495545,2101,"ESRRA","P11474",68.5896,"Potency","qHTS assay to identify small molecule antagonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library","Confirmatory",NA
"B.4563",1259364,30692,144211389,"Active",1013403374,9734,"HDAC9","Q9UKV0",19.3312,"Potency","qHTS assay to identify small molecule HDAC inhibitors","Confirmatory",NA
